Disaster Subgroup,Disaster Type,Disaster Subtype,Country,Start Year,Start Month,Start Day,End Year,End Month,End Day,"Total Damage, Adjusted ('000 US$)",Total Deaths,Total Affected
Climatological,Drought,Drought,Vietnam,2019,7,,2020,2.0,,,,685558.0
Hydrological,Flood,Flood (General),Malaysia,2022,7,4.0,2022,7.0,7.0,,3.0,228.0
Meteorological,Storm,Extra-tropical storm,Vietnam,2020,3,2.0,2020,3.0,10.0,1818.0,5.0,4652.0
Hydrological,Flood,Flood (General),Malaysia,2020,4,25.0,2020,4.0,29.0,,,2000.0
Hydrological,Flood,Flood (General),Indonesia,2020,7,3.0,2020,7.0,31.0,12120.0,105.0,14534.0
Meteorological,Storm,Tropical cyclone,Vietnam,2020,10,6.0,2020,11.0,3.0,1030232.0,243.0,1500000.0
Hydrological,Flood,Flood (General),Malaysia,2020,10,9.0,2020,10.0,9.0,,,400.0
Hydrological,Landslide,Landslide (wet),Indonesia,2020,9,28.0,2020,9.0,28.0,,11.0,170.0
Hydrological,Flood,Flood (General),Philippines,2021,1,10.0,2021,1.0,18.0,,2.0,261580.0
Hydrological,Flood,Flood (General),Malaysia,2021,1,11.0,2021,1.0,13.0,,,6000.0
Hydrological,Flood,Riverine flood,Indonesia,2021,1,6.0,2021,1.0,8.0,,3.0,10000.0
Hydrological,Flood,Flood (General),Malaysia,2021,1,2.0,2021,1.0,8.0,,8.0,23776.0
Hydrological,Flood,Flood (General),Indonesia,2021,2,3.0,2021,2.0,5.0,,2.0,25400.0
Meteorological,Storm,Tropical cyclone,Philippines,2021,4,22.0,2021,4.0,22.0,23153.0,9.0,15000.0
Geophysical,Earthquake,Ground movement,Indonesia,2021,6,16.0,2021,6.0,16.0,,,750.0
Meteorological,Storm,Tropical cyclone,Vietnam,2021,6,12.0,2021,6.0,13.0,11577.0,1.0,750.0
Geophysical,Earthquake,Ground movement,Indonesia,2001,2,13.0,2001,2.0,13.0,,,
Hydrological,Flood,Flood (General),Myanmar,2021,7,21.0,2021,7.0,29.0,,,125000.0
Hydrological,Flood,Flood (General),Cambodia,2021,9,15.0,2021,9.0,17.0,,,500.0
Meteorological,Storm,Tropical cyclone,Philippines,2021,9,6.0,2021,9.0,8.0,,17.0,313397.0
Hydrological,Flood,Flood (General),Thailand,2021,9,19.0,2021,10.0,6.0,684173.0,10.0,298900.0
Hydrological,Flood,Flood (General),Cambodia,2021,10,25.0,2021,10.0,27.0,,,12500.0
Meteorological,Storm,Storm surge,Thailand,2022,9,28.0,2022,9.0,29.0,,1.0,2.0
Hydrological,Flood,Flood (General),Thailand,2021,11,29.0,2021,12.0,2.0,,,132900.0
Geophysical,Earthquake,Ground movement,Indonesia,2021,12,14.0,2021,12.0,14.0,,,1737.0
Geophysical,Earthquake,Ground movement,Indonesia,2022,1,10.0,2022,1.0,10.0,,,302.0
Hydrological,Flood,Flood (General),Malaysia,2022,3,6.0,2022,3.0,7.0,,,1290.0
Hydrological,Flood,Flood (General),Vietnam,2022,12,1.0,2022,12.0,4.0,1608.0,5.0,10495.0
Hydrological,Flood,Flash flood,Philippines,2022,4,3.0,2022,4.0,7.0,,3.0,1955.0
Geophysical,Earthquake,Ground movement,Indonesia,2002,11,2.0,2002,11.0,2.0,,3.0,60.0
Meteorological,Storm,Storm (General),Vietnam,2022,5,9.0,2022,5.0,13.0,,9.0,500.0
Meteorological,Storm,Tropical cyclone,Philippines,2022,10,15.0,2022,10.0,16.0,,,103602.0
Geophysical,Earthquake,Ground movement,Indonesia,2023,1,10.0,2023,1.0,10.0,,1.0,4421.0
Meteorological,Storm,Lightning/Thunderstorms,Thailand,2023,4,23.0,2023,4.0,24.0,,,22200.0
Geophysical,Volcanic activity,Lava flow,Philippines,2023,6,5.0,2023,6.0,29.0,,,39024.0
Hydrological,Flood,Flood (General),Thailand,2023,7,3.0,2023,7.0,5.0,,,7650.0
Climatological,Drought,Drought,Indonesia,2023,6,,2023,12.0,,,,18750000.0
Geophysical,Volcanic activity,Ash fall,Philippines,2000,2,24.0,2000,3.0,9.0,4033.0,,68426.0
Meteorological,Storm,Tropical cyclone,Philippines,2000,5,18.0,2000,5.0,18.0,2188.0,12.0,235889.0
Hydrological,Flood,Flash flood,Indonesia,2000,5,16.0,2000,5.0,24.0,143911.0,126.0,50000.0
Hydrological,Flood,Flood (General),Thailand,2000,6,21.0,2000,6.0,21.0,,,2500.0
Meteorological,Storm,Tropical cyclone,Vietnam,2000,8,20.0,2000,8.0,20.0,9108.0,15.0,4.0
Hydrological,Flood,Riverine flood,Vietnam,2000,11,18.0,2000,11.0,26.0,27325.0,36.0,25003.0
Geophysical,Landslide,Landslide (dry),Philippines,2000,11,8.0,2000,11.0,8.0,,11.0,
Hydrological,Flood,Flash flood,Indonesia,2000,12,3.0,2000,12.0,6.0,,38.0,39852.0
Hydrological,Flood,Flood (General),Indonesia,2020,6,18.0,2020,6.0,19.0,,,10000.0
Hydrological,Flood,Riverine flood,Philippines,2001,1,15.0,2001,1.0,15.0,,2.0,12000.0
Meteorological,Storm,Storm (General),Thailand,2001,6,27.0,2001,6.0,27.0,,,150.0
Hydrological,Flood,Riverine flood,Indonesia,2001,7,31.0,2001,8.0,1.0,,257.0,3694.0
Geophysical,Earthquake,Ground movement,Indonesia,2001,6,28.0,2001,6.0,28.0,,,12512.0
Hydrological,Landslide,Landslide (wet),Myanmar,2020,7,1.0,2020,7.0,2.0,,174.0,1554.0
Hydrological,Flood,Flood (General),Malaysia,2001,10,,2001,10.0,,,,5000.0
Meteorological,Storm,Tropical cyclone,Philippines,2001,11,8.0,2001,11.0,8.0,40215.0,290.0,1060147.0
Hydrological,Landslide,Landslide (wet),Indonesia,2001,10,30.0,2001,10.0,30.0,,,310.0
Hydrological,Flood,Riverine flood,Malaysia,2001,12,22.0,2002,1.0,3.0,,11.0,18000.0
Hydrological,Flood,Riverine flood,Indonesia,2002,1,8.0,2002,1.0,12.0,,21.0,40.0
Climatological,Wildfire,Forest fire,Vietnam,2002,3,24.0,2002,4.0,12.0,,,
Hydrological,Flood,Riverine flood,Indonesia,2002,4,17.0,2002,4.0,20.0,,19.0,
Hydrological,Flood,Coastal flood,Philippines,2002,8,13.0,2002,8.0,17.0,,26.0,3559.0
Geophysical,Earthquake,Ground movement,Indonesia,2002,8,15.0,2002,8.0,15.0,,,2548.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2002,11,11.0,2002,11.0,11.0,,,5000.0
Geophysical,Earthquake,Ground movement,Indonesia,2002,9,20.0,2002,9.0,20.0,,,155.0
Hydrological,Flood,Flood (General),Indonesia,2003,1,8.0,2003,1.0,8.0,,,230.0
Hydrological,Flood,Flash flood,Indonesia,2003,1,28.0,2003,1.0,28.0,,1.0,15000.0
Hydrological,Flood,Riverine flood,Indonesia,2003,2,13.0,2003,2.0,14.0,,3.0,33000.0
Geophysical,Earthquake,Ground movement,Indonesia,2003,5,27.0,2003,5.0,27.0,,1.0,247.0
Meteorological,Storm,Hail,Thailand,2003,4,11.0,2003,4.0,11.0,,,5000.0
Hydrological,Flood,Flash flood,Philippines,2003,5,16.0,2003,5.0,16.0,,,3500.0
Meteorological,Storm,Tropical cyclone,Philippines,2003,6,15.0,2003,6.0,18.0,4186.0,13.0,127130.0
Meteorological,Storm,Tropical cyclone,Vietnam,2003,7,23.0,2003,7.0,23.0,,,5018.0
Hydrological,Flood,Riverine flood,Thailand,2003,10,15.0,2003,10.0,15.0,42630.0,3.0,3000.0
Hydrological,Flood,Flood (General),Indonesia,2018,2,21.0,2018,2.0,23.0,,20.0,100000.0
Hydrological,Flood,Flood (General),Timor-Leste,2003,12,,2004,1.0,,,,450.0
Hydrological,Flood,Riverine flood,Malaysia,2003,12,17.0,2004,1.0,5.0,,,2000.0
Meteorological,Storm,Tropical cyclone,Philippines,2003,7,15.0,2003,7.0,19.0,2556.0,8.0,116602.0
Meteorological,Storm,Storm (General),Philippines,2003,8,20.0,2003,8.0,24.0,124.0,1.0,1156.0
Meteorological,Storm,Storm (General),Philippines,2003,8,30.0,2003,9.0,2.0,,1.0,34289.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2004,1,29.0,2004,1.0,29.0,,,4615.0
Hydrological,Landslide,Landslide (wet),Indonesia,2004,3,27.0,2004,3.0,27.0,,33.0,5000.0
Meteorological,Storm,Storm (General),Malaysia,2004,7,16.0,2004,7.0,16.0,,,1000.0
Hydrological,Flood,Riverine flood,Indonesia,2008,1,30.0,2008,1.0,31.0,951.0,3.0,40000.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2004,9,4.0,2004,9.0,4.0,,,2100.0
Hydrological,Landslide,Landslide (wet),Thailand,2004,10,18.0,2004,10.0,18.0,,3.0,110.0
Meteorological,Storm,Tropical cyclone,Philippines,2004,11,14.0,2004,11.0,21.0,9965.0,104.0,838674.0
Climatological,Wildfire,Forest fire,Thailand,2005,8,,2005,8.0,,,,
Hydrological,Flood,Flash flood,Malaysia,2005,7,17.0,2005,7.0,19.0,,4.0,600.0
Hydrological,Flood,Flash flood,Malaysia,2005,11,23.0,2006,1.0,12.0,,9.0,30000.0
Hydrological,Flood,Riverine flood,Malaysia,2006,4,20.0,2006,4.0,21.0,,,500.0
Hydrological,Flood,Riverine flood,Indonesia,2006,1,26.0,2006,2.0,14.0,42169.0,19.0,10000.0
Hydrological,Landslide,Landslide (wet),Philippines,2006,2,17.0,2006,2.0,17.0,3428.0,1126.0,5926.0
Hydrological,Flood,Flash flood,Thailand,2006,5,22.0,2006,6.0,11.0,38902.0,116.0,342895.0
Meteorological,Storm,Tropical cyclone,Philippines,2006,7,24.0,2006,7.0,28.0,733.0,4.0,200355.0
Hydrological,Flood,Flood (General),Philippines,2006,8,,2006,8.0,,,26.0,15000.0
Meteorological,Storm,Tropical cyclone,Philippines,2006,11,30.0,2006,12.0,8.0,103322.0,1399.0,2562517.0
Meteorological,Storm,Tropical cyclone,Philippines,2006,12,11.0,2006,12.0,11.0,,42.0,327542.0
Hydrological,Landslide,Landslide (wet),Indonesia,2006,12,15.0,2006,12.0,15.0,,17.0,
Geophysical,Earthquake,Ground movement,Indonesia,2006,12,17.0,2006,12.0,17.0,,8.0,1200.0
Hydrological,Flood,Riverine flood,Malaysia,2007,1,11.0,2007,2.0,1.0,915306.0,17.0,137533.0
Meteorological,Storm,Tropical cyclone,Philippines,2007,8,8.0,2007,8.0,13.0,744.0,7.0,921462.0
Hydrological,Flood,Riverine flood,Cambodia,2007,8,10.0,2007,8.0,24.0,1513.0,2.0,19000.0
Hydrological,Flood,Riverine flood,Thailand,2007,9,5.0,2007,11.0,10.0,,10.0,17000.0
Hydrological,Flood,Flood (General),Indonesia,2007,9,2.0,2007,9.0,4.0,,4.0,1000.0
Meteorological,Storm,Tropical cyclone,Philippines,2007,9,17.0,2007,9.0,25.0,,2.0,30000.0
Meteorological,Storm,Tropical cyclone,Philippines,2007,9,29.0,2007,10.0,12.0,,8.0,2000.0
Hydrological,Flood,Riverine flood,Philippines,2007,10,27.0,2007,11.0,1.0,,20.0,
Geophysical,Earthquake,Ground movement,Indonesia,2007,11,25.0,2007,11.0,25.0,,3.0,21800.0
Meteorological,Storm,Tropical cyclone,Philippines,2007,11,18.0,2007,11.0,23.0,1513.0,20.0,35333.0
Hydrological,Flood,Riverine flood,Philippines,2008,2,12.0,2008,3.0,12.0,44777.0,63.0,875343.0
Hydrological,Flood,Riverine flood,Indonesia,2008,2,11.0,2008,2.0,27.0,,11.0,3500.0
Meteorological,Storm,Tropical cyclone,Philippines,2008,5,18.0,2008,5.0,18.0,144493.0,64.0,1496668.0
Hydrological,Flood,Flash flood,Vietnam,2008,5,11.0,2008,5.0,12.0,,4.0,500.0
Meteorological,Storm,Tropical cyclone,Philippines,2008,8,22.0,2008,8.0,22.0,49348.0,38.0,429463.0
Hydrological,Flood,Riverine flood,Thailand,2008,9,13.0,2008,10.0,7.0,23311.0,18.0,839573.0
Meteorological,Storm,Tropical cyclone,Philippines,2008,11,6.0,2008,11.0,11.0,,19.0,474.0
Meteorological,Storm,Tropical cyclone,Vietnam,2008,11,5.0,2008,11.0,5.0,,11.0,
Hydrological,Flood,Riverine flood,Philippines,2008,12,1.0,2008,12.0,4.0,,29.0,50000.0
Hydrological,Flood,Riverine flood,Philippines,2008,1,18.0,2008,1.0,18.0,650.0,,29184.0
Hydrological,Flood,Riverine flood,Philippines,2008,6,17.0,2008,6.0,17.0,252.0,7.0,2391.0
Hydrological,Flood,Flash flood,Thailand,2008,12,29.0,2009,1.0,19.0,501.0,,32584.0
Hydrological,Flood,Riverine flood,Indonesia,2010,1,11.0,2010,1.0,11.0,,5.0,28500.0
Meteorological,Storm,Tropical cyclone,Philippines,2010,7,12.0,2010,7.0,15.0,12480.0,146.0,585474.0
Hydrological,Flood,Riverine flood,Indonesia,2009,3,26.0,2009,3.0,27.0,,64.0,1600.0
Hydrological,Flood,Flash flood,Philippines,2009,5,18.0,2009,5.0,18.0,,,34325.0
Meteorological,Storm,Tropical cyclone,Philippines,2009,8,4.0,2009,8.0,8.0,36554.0,26.0,94229.0
Meteorological,Storm,Tropical cyclone,Philippines,2009,9,8.0,2009,9.0,9.0,9216.0,15.0,388373.0
Meteorological,Storm,Tropical cyclone,Philippines,2009,9,12.0,2009,9.0,13.0,,3.0,48333.0
Meteorological,Storm,Tropical cyclone,Cambodia,2009,9,29.0,2009,9.0,30.0,,17.0,178091.0
Meteorological,Storm,Tropical cyclone,Vietnam,2009,10,14.0,2009,10.0,14.0,292.0,,
Meteorological,Storm,Tropical cyclone,Vietnam,2009,11,2.0,2009,11.0,2.0,409407.0,124.0,500145.0
Hydrological,Flood,Flash flood,Philippines,2010,1,14.0,2010,1.0,17.0,32.0,2.0,40198.0
Hydrological,Flood,Riverine flood,Philippines,2010,1,17.0,2010,1.0,17.0,,1.0,15480.0
Hydrological,Flood,Riverine flood,Philippines,2010,5,28.0,2010,6.0,1.0,,27.0,40000.0
Hydrological,Flood,Riverine flood,Indonesia,2010,7,23.0,2010,7.0,25.0,,21.0,15007.0
Hydrological,Landslide,Landslide (wet),Malaysia,2011,5,21.0,2011,5.0,21.0,,16.0,6.0
Hydrological,Flood,Riverine flood,Indonesia,2011,12,18.0,2011,12.0,22.0,,10.0,54.0
Geophysical,Earthquake,Tsunami,Indonesia,2010,10,25.0,2010,10.0,25.0,,530.0,11864.0
Hydrological,Flood,Riverine flood,Philippines,2010,11,1.0,2010,11.0,10.0,,16.0,450673.0
Hydrological,Flood,Riverine flood,Philippines,2011,2,1.0,2011,2.0,4.0,,11.0,2000.0
Geophysical,Earthquake,Ground movement,Myanmar,2011,3,24.0,2011,3.0,24.0,5020.0,74.0,21277.0
Hydrological,Flood,Flash flood,Philippines,2011,6,28.0,2011,6.0,29.0,350.0,31.0,121005.0
Meteorological,Storm,Tropical cyclone,Philippines,2011,6,21.0,2011,6.0,25.0,17946.0,20.0,1700089.0
Hydrological,Flood,Flash flood,Lao People's Democratic Republic,2011,8,1.0,2011,10.0,13.0,,34.0,430000.0
Meteorological,Storm,Tropical cyclone,Thailand,2011,8,4.0,2011,8.0,6.0,,18.0,1000000.0
Meteorological,Storm,Tropical cyclone,Philippines,2011,8,2.0,2011,8.0,2.0,82.0,11.0,8423.0
Hydrological,Flood,Flash flood,Philippines,2011,10,7.0,2011,10.0,7.0,,,185.0
Hydrological,Landslide,Landslide (wet),Indonesia,2004,1,23.0,2004,1.0,30.0,5813.0,29.0,
Hydrological,Flood,Riverine flood,Vietnam,2011,9,,2011,12.0,,244049.0,85.0,600000.0
Meteorological,Storm,Tropical cyclone,Philippines,2011,12,15.0,2011,12.0,18.0,53107.0,1439.0,1150300.0
Hydrological,Landslide,Landslide (wet),Indonesia,2012,5,24.0,2012,5.0,24.0,,12.0,
Hydrological,Flood,Flash flood,Philippines,2012,6,9.0,2012,6.0,12.0,,1.0,700.0
Hydrological,Flood,Riverine flood,Philippines,2012,8,6.0,2012,8.0,8.0,98823.0,112.0,4451725.0
Meteorological,Storm,Tropical cyclone,Philippines,2012,8,20.0,2012,8.0,21.0,135.0,11.0,5607.0
Geophysical,Earthquake,Ground movement,Philippines,2012,9,4.0,2012,9.0,4.0,,,4001.0
Meteorological,Storm,Tropical cyclone,Philippines,2012,10,25.0,2012,10.0,25.0,1829.0,36.0,108040.0
Hydrological,Flood,Riverine flood,Indonesia,2012,11,7.0,2012,11.0,9.0,,13.0,15210.0
Meteorological,Storm,Tropical cyclone,Philippines,2012,12,4.0,2012,12.0,4.0,1227398.0,1901.0,6246664.0
Hydrological,Flood,Riverine flood,Indonesia,2013,2,15.0,2013,2.0,22.0,2693.0,17.0,58040.0
Geophysical,Earthquake,Ground movement,Indonesia,2013,7,2.0,2013,7.0,2.0,175052.0,48.0,55935.0
Hydrological,Flood,Riverine flood,Myanmar,2013,7,25.0,2013,8.0,7.0,,7.0,73300.0
Geophysical,Earthquake,Ground movement,Philippines,2013,10,15.0,2013,10.0,15.0,69292.0,230.0,3222224.0
Hydrological,Flood,Riverine flood,Lao People's Democratic Republic,2013,9,16.0,2013,9.0,18.0,82140.0,3.0,224176.0
Meteorological,Storm,Tropical cyclone,Vietnam,2013,9,30.0,2013,10.0,15.0,893074.0,31.0,1835585.0
Hydrological,Flood,Riverine flood,Indonesia,2013,10,7.0,2013,10.0,14.0,,,16000.0
Geophysical,Earthquake,Ground movement,Indonesia,2013,10,22.0,2013,10.0,22.0,,1.0,2738.0
Hydrological,Flood,Flood (General),Philippines,2015,7,30.0,2015,8.0,5.0,151.0,9.0,62929.0
Hydrological,Flood,Riverine flood,Indonesia,2013,12,14.0,2013,12.0,15.0,2693.0,4.0,84250.0
Hydrological,Flood,Flash flood,Thailand,2014,11,7.0,2014,11.0,16.0,,,12000.0
Hydrological,Flood,Riverine flood,Indonesia,2014,1,24.0,2014,1.0,28.0,229235.0,,260350.0
Hydrological,Flood,Flood (General),Indonesia,2015,7,15.0,2015,7.0,,,,25750.0
Hydrological,Flood,Riverine flood,Thailand,2014,12,,2014,12.0,,,4.0,27140.0
Meteorological,Storm,Tropical cyclone,Philippines,2014,7,22.0,2014,7.0,23.0,,2.0,683.0
Hydrological,Flood,Riverine flood,Philippines,2014,6,13.0,2014,7.0,3.0,1048.0,,99185.0
Climatological,Drought,Drought,Malaysia,2014,3,,2014,3.0,,,,2200000.0
Hydrological,Flood,Riverine flood,Myanmar,2014,8,,2014,8.0,,,,35400.0
Meteorological,Storm,Tropical cyclone,Vietnam,2015,6,24.0,2015,6.0,29.0,,7.0,115.0
Meteorological,Storm,Tropical cyclone,Philippines,2015,8,22.0,2015,8.0,22.0,40100.0,40.0,318383.0
Hydrological,Flood,Riverine flood,Malaysia,2015,1,14.0,2015,1.0,20.0,,1.0,3000.0
Hydrological,Flood,Riverine flood,Indonesia,2015,1,30.0,2015,2.0,2.0,,2.0,25000.0
Hydrological,Landslide,Rockfall (wet),Indonesia,2015,3,28.0,2015,3.0,28.0,,12.0,55.0
Meteorological,Storm,Lightning/Thunderstorms,Myanmar,2015,4,4.0,2015,4.0,5.0,,3.0,
Hydrological,Flood,Riverine flood,Indonesia,2015,3,15.0,2015,3.0,23.0,,,8000.0
Hydrological,Landslide,Landslide (wet),Indonesia,2015,5,6.0,2015,5.0,6.0,,13.0,
Geophysical,Earthquake,Ground movement,Malaysia,2015,6,5.0,2015,6.0,5.0,3.0,24.0,10.0
Meteorological,Storm,Tropical cyclone,Philippines,2015,7,4.0,2015,7.0,5.0,2935.0,,55567.0
Hydrological,Flood,Flood (General),Philippines,2015,7,2.0,2015,7.0,2.0,,8.0,122000.0
Hydrological,Flood,Flood (General),Philippines,2015,7,7.0,2015,7.0,10.0,114.0,23.0,42500.0
Hydrological,Landslide,Landslide (wet),Myanmar,2015,10,11.0,2015,10.0,11.0,,17.0,300.0
Hydrological,Flood,Flood (General),Vietnam,2015,9,7.0,2015,9.0,11.0,,2.0,100.0
Climatological,Drought,Drought,Philippines,2015,8,,2016,4.0,,111701.0,,181687.0
Climatological,Drought,Drought,Thailand,2015,1,,2017,5.0,,4367507.0,,
Hydrological,Flood,Flood (General),Indonesia,2016,2,19.0,2016,2.0,24.0,,,30000.0
Hydrological,Flood,Riverine flood,Indonesia,2016,3,8.0,2016,3.0,13.0,,5.0,24000.0
Hydrological,Flood,Flood (General),Lao People's Democratic Republic,2016,8,11.0,2016,8.0,20.0,65.0,5.0,26328.0
Meteorological,Storm,Storm (General),Philippines,2016,7,29.0,2016,7.0,29.0,,,8809.0
Meteorological,Storm,Tropical cyclone,Philippines,2016,9,28.0,2016,9.0,28.0,,,1559.0
Hydrological,Landslide,Landslide (wet),Myanmar,2016,5,23.0,2016,5.0,23.0,,42.0,15.0
Hydrological,Flood,Flood (General),Myanmar,2016,6,1.0,2016,6.0,24.0,,14.0,377667.0
Meteorological,Storm,Tropical cyclone,Vietnam,2016,7,28.0,2016,7.0,28.0,249637.0,1.0,191750.0
Meteorological,Storm,Tropical cyclone,Philippines,2016,10,16.0,2016,10.0,19.0,15017.0,,52270.0
Hydrological,Flood,Flood (General),Philippines,2016,8,18.0,2016,8.0,22.0,,19.0,1300000.0
Hydrological,Flood,Flood (General),Malaysia,2016,12,26.0,2017,1.0,23.0,172524.0,,25000.0
Hydrological,Flood,Flood (General),Indonesia,2016,11,30.0,2016,12.0,7.0,13070.0,10.0,105000.0
Hydrological,Flood,Flash flood,Indonesia,2020,12,12.0,2020,12.0,15.0,,,18200.0
Meteorological,Storm,Tropical cyclone,Philippines,2020,12,18.0,2020,12.0,21.0,2779.0,9.0,36032.0
Hydrological,Flood,Flood (General),Vietnam,2017,7,7.0,2017,7.0,10.0,1664.0,14.0,400.0
Meteorological,Storm,Tropical cyclone,Vietnam,2017,7,17.0,2017,7.0,18.0,90861.0,9.0,21000.0
Hydrological,Flood,Flash flood,Vietnam,2017,8,3.0,2017,8.0,3.0,112617.0,39.0,4161.0
Meteorological,Storm,Tropical cyclone,Philippines,2017,9,11.0,2017,9.0,15.0,6783.0,26.0,9110.0
Meteorological,Storm,Tropical cyclone,Vietnam,2017,9,15.0,2017,9.0,16.0,619393.0,14.0,692012.0
Meteorological,Storm,Storm (General),Philippines,2017,12,16.0,2017,12.0,18.0,92014.0,91.0,1861328.0
Hydrological,Flood,Flood (General),Myanmar,2019,8,8.0,2019,8.0,16.0,,115.0,1875.0
Hydrological,Flood,Flood (General),Vietnam,2019,8,8.0,2019,8.0,10.0,,12.0,61540.0
Hydrological,Flood,Flood (General),Thailand,2019,9,11.0,2019,9.0,11.0,,19.0,158000.0
Meteorological,Storm,Tropical cyclone,Philippines,2019,11,10.0,2019,11.0,10.0,44172.0,19.0,673.0
Hydrological,Flood,Flood (General),Indonesia,2020,1,23.0,2020,1.0,28.0,,10.0,75000.0
Hydrological,Flood,Flash flood,Indonesia,2020,3,4.0,2020,3.0,6.0,8727.0,2.0,40000.0
Meteorological,Storm,Severe weather,Thailand,2020,4,29.0,2020,5.0,9.0,12120.0,2.0,50502.0
Hydrological,Flood,Flood (General),Malaysia,2020,6,27.0,2020,7.0,1.0,8242.0,,9000.0
Hydrological,Flood,Flood (General),Malaysia,2020,6,20.0,2020,6.0,25.0,,,1210.0
Meteorological,Storm,Tropical cyclone,Thailand,2020,8,1.0,2020,8.0,3.0,,4.0,
Hydrological,Flood,Flash flood,Indonesia,2020,8,1.0,2020,8.0,1.0,,,23461.0
Hydrological,Flood,Flash flood,Thailand,2020,8,22.0,2020,8.0,23.0,,1.0,40000.0
Meteorological,Storm,Tropical cyclone,Cambodia,2020,10,1.0,2020,10.0,24.0,121204.0,44.0,759360.0
Hydrological,Flood,Riverine flood,Indonesia,2020,12,6.0,2020,12.0,8.0,,2.0,1852.0
Meteorological,Storm,Tropical cyclone,Philippines,2020,11,11.0,2020,11.0,12.0,510268.0,111.0,514909.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2020,11,29.0,2020,12.0,31.0,,,19736.0
Hydrological,Flood,Flash flood,Thailand,2020,11,25.0,2020,12.0,14.0,60602.0,29.0,691659.0
Hydrological,Landslide,Landslide (wet),Philippines,2020,12,21.0,2020,12.0,21.0,,10.0,11.0
Geophysical,Volcanic activity,Lava flow,Indonesia,2021,1,17.0,2021,1.0,17.0,,,1329.0
Hydrological,Flood,Flood (General),Malaysia,2021,1,12.0,2021,1.0,15.0,,6.0,3000.0
Hydrological,Flood,Flood (General),Thailand,2021,1,5.0,2021,1.0,11.0,,4.0,175493.0
Hydrological,Flood,Flash flood,Philippines,2021,1,8.0,2021,1.0,24.0,28941.0,2.0,38160.0
Geophysical,Earthquake,Ground movement,Indonesia,2021,4,11.0,2021,4.0,11.0,,9.0,5979.0
Hydrological,Flood,Flash flood,Philippines,2000,1,28.0,2000,2.0,1.0,7432.0,50.0,153885.0
Hydrological,Landslide,Mudslide,Indonesia,2000,2,22.0,2000,2.0,24.0,21131.0,34.0,
Climatological,Wildfire,Forest fire,Indonesia,2000,2,,2000,2.0,,,,
Hydrological,Flood,Riverine flood,Vietnam,2000,7,,2000,11.0,,455414.0,460.0,5000004.0
Meteorological,Storm,Storm (General),Malaysia,2000,9,27.0,2000,9.0,27.0,,,500.0
Hydrological,Landslide,Mudslide,Indonesia,2000,10,29.0,2000,11.0,1.0,78331.0,40.0,56210.0
Meteorological,Storm,Tropical cyclone,Philippines,2000,10,28.0,2000,10.0,31.0,30968.0,154.0,2436256.0
Geophysical,Earthquake,Ground movement,Indonesia,2000,6,7.0,2000,6.0,7.0,,1.0,3000.0
Hydrological,Flood,Riverine flood,Indonesia,2000,11,28.0,2000,12.0,4.0,61936.0,100.0,386021.0
Hydrological,Flood,Flash flood,Malaysia,2000,11,21.0,2000,12.0,1.0,1822.0,12.0,8000.0
Meteorological,Storm,Tropical cyclone,Philippines,2000,11,30.0,2000,12.0,3.0,1822.0,48.0,164093.0
Hydrological,Flood,Flash flood,Indonesia,2015,1,23.0,2015,1.0,25.0,,1.0,8259.0
Hydrological,Landslide,Landslide (wet),Indonesia,2001,2,8.0,2001,2.0,12.0,17716.0,122.0,23000.0
Hydrological,Flood,Flash flood,Philippines,2001,8,12.0,2001,8.0,14.0,14173.0,37.0,79000.0
Hydrological,Flood,Flood (General),Thailand,2001,8,31.0,2001,8.0,31.0,,,4000.0
Hydrological,Flood,Riverine flood,Indonesia,2001,12,28.0,2002,1.0,1.0,,15.0,2000.0
Meteorological,Storm,Tropical cyclone,Philippines,2001,12,5.0,2001,12.0,7.0,170.0,6.0,54840.0
Meteorological,Storm,Storm (General),Philippines,2001,8,17.0,2001,8.0,19.0,519.0,,295355.0
Climatological,Drought,Drought,Cambodia,2001,9,,2001,,,,,300000.0
Hydrological,Flood,Riverine flood,Indonesia,2002,1,27.0,2002,2.0,12.0,610375.0,150.0,500750.0
Hydrological,Landslide,Landslide (wet),Malaysia,2002,1,31.0,2002,1.0,31.0,,10.0,
Geophysical,Earthquake,Ground movement,Philippines,2002,3,5.0,2002,3.0,5.0,2989.0,15.0,73451.0
Meteorological,Storm,Lightning/Thunderstorms,Malaysia,2002,3,30.0,2002,3.0,30.0,,2.0,155.0
Hydrological,Flood,Riverine flood,Vietnam,2002,9,20.0,2002,9.0,30.0,101148.0,55.0,291616.0
Hydrological,Flood,Riverine flood,Indonesia,2003,1,,2003,1.0,,,3.0,10000.0
Hydrological,Flood,Riverine flood,Vietnam,2002,9,,2002,9.0,,41680.0,82.0,1138200.0
Hydrological,Flood,Riverine flood,Lao People's Democratic Republic,2002,8,,2002,8.0,,,2.0,150000.0
Climatological,Wildfire,Forest fire,Indonesia,2002,8,,2002,8.0,,,,200.0
Geophysical,Earthquake,Tsunami,Indonesia,2002,10,10.0,2002,10.0,10.0,,8.0,9082.0
